#CAMI Submission for Taxonomic Profiling

@@TaxID	SpeciesName	PERCENTAGE
2018025	Kitasatospora sp. MMS16-BH015	0.000718126
1985254	Xanthomonas phaseoli	0.000718126
194963	Sinorhizobium americanum	0.000718126
1920114	Leclercia sp. LSNIH1	0.000718126
187493	Thalassolituus oleivorans	0.000718126
1841249	Streptomyces sp. RTd22	0.000718126
1804986	Amycolatopsis albispora	0.000718126
179636	Alicycliphilus denitrificans	0.000718126
1774	Mycobacteroides chelonae	0.000718126
1767	Mycobacterium intracellulare	0.000718126
1758196	Serratia sp. SSNIH1	0.000718126
1647413	Anabaena sp. WA102	0.000718126
1628392	Hahella sp. KA22	0.000718126
1590	Lactobacillus plantarum	0.000718126
1522758	Streptomyces sp. ADI95-16	0.000718126
1416803	Bordetella genomosp. 9	0.000718126
1310	Streptococcus sobrinus	0.000718126
1307839	Salinivirga cyanobacteriivorans	0.000718126
1299	Deinococcus radiodurans	0.000718126
1284	Staphylococcus hyicus	0.000718126
1206	Trichodesmium erythraeum	0.000718126
1193713	Bacillus mesonae	0.000718126
1191459	Flammeovirga sp. MY04	0.000718126
1176649	Agrobacterium fabrum	0.000718126
1168034	Draconibacterium orientale	0.000718126
104	Cyclobacterium marinum	0.000718126
1019	Capnocytophaga sputigena	0.000718126
94132	Ramlibacter tataouinensis	0.000574501
927083	Sandaracinus amylolyticus	0.000574501
897	Desulfococcus multivorans	0.000574501
891974	Plautia stali symbiont	0.000574501
878220	Chryseobacterium sp. StRB126	0.000574501
83555	Chlamydia abortus	0.000574501
83455	Myxococcus stipitatus	0.000574501
826	Sebaldella termitidis	0.000574501
80842	Herbaspirillum rubrisubalbicans	0.000574501
72000	Kocuria rhizophila	0.000574501
68280	Streptomyces violaceusniger	0.000574501
665099	Bacillus oceanisediminis	0.000574501
65393	Cyanothece sp. PCC 7424	0.000574501
652	Aeromonas schubertii	0.000574501
651561	Chryseobacterium arthrosphaerae	0.000574501
528244	Azospirillum thiophilum	0.000574501
50719	Vibrio diabolicus	0.000574501
43674	Jonesia denitrificans	0.000574501
43357	Kutzneria albida	0.000574501
430522	Pedobacter steynii	0.000574501
40269	Aliivibrio salmonicida	0.000574501
379347	Epibacterium mobile	0.000574501
36809	Mycobacteroides abscessus	0.000574501
34021	Candidatus Liberibacter asiaticus	0.000574501
33996	Gluconacetobacter diazotrophicus	0.000574501
333962	Providencia heimbachae	0.000574501
33035	Blautia producta	0.000574501
320787	Cyclobacterium amurskyense	0.000574501
298654	Frankia inefficax	0.000574501
285	Comamonas testosteroni	0.000574501
28450	Burkholderia pseudomallei	0.000574501
266	Paracoccus denitrificans	0.000574501
2562449	Citrobacter sp. SNU WT2	0.000574501
2528203	Bacteroides sp. A1C1	0.000574501
2508306	Leisingera sp. NJS201	0.000574501
2494373	Flammeovirga sp. L12M1	0.000574501
246	Chryseobacterium balustinum	0.000574501
2447890	Serratia sp. 1D1416	0.000574501
2420313	Enterococcus sp. FDAARGOS_553	0.000574501
2296	Desulfobacterium autotrophicum	0.000574501
2282309	Leclercia sp. W17	0.000574501
2249356	Flavobacterium sp. HYN0086	0.000574501
2153385	Lelliottia sp. WB101	0.000574501
2048283	Thalassospira marina	0.000574501
1971	Streptomyces noursei	0.000574501
1964449	Streptomyces sp. 3211	0.000574501
1938606	Janthinobacterium sp. LM6	0.000574501
1889	Streptomyces ambofaciens	0.000574501
1867	Actinoplanes teichomyceticus	0.000574501
1837283	Streptomyces sp. S8	0.000574501
1834196	Lachnoclostridium sp. YL32	0.000574501
1833	Rhodococcus erythropolis	0.000574501
1805933	Rahnella sp. ERMR1:05	0.000574501
1804	Mycolicibacterium gilvum	0.000574501
1795	Mycolicibacterium neoaurum	0.000574501
1781	Mycobacterium marinum	0.000574501
174633	Candidatus Kuenenia stuttgartiensis	0.000574501
1659194	Pseudomonas sp. GR 6-02	0.000574501
1652495	Corynebacterium crudilactis	0.000574501
1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	0.000574501
1636608	Aeromonas sp. ASNIH3	0.000574501
1630693	Gemmata sp. SH-PL17	0.000574501
1604	Lactobacillus amylovorus	0.000574501
1589	Lactobacillus pentosus	0.000574501
158823	Cedecea lapagei	0.000574501
1583341	Pseudomonas cerasi	0.000574501
1570	Halobacillus halophilus	0.000574501
1561	Clostridium baratii	0.000574501
1560339	Enterobacter sp. E20	0.000574501
1497	Clostridium formicaceticum	0.000574501
1495638	Streptomyces sp. M56	0.000574501
1486991	Candidatus Sodalis pierantonius	0.000574501
1423	Bacillus subtilis	0.000574501
1306274	Nostoc flagelliforme	0.000574501
1297617	Intestinimonas butyriciproducens	0.000574501
1270	Micrococcus luteus	0.000574501
1262452	Streptomyces sp. 769	0.000574501
114186	Candidatus Carsonella ruddii	0.000574501
1108	Chloroflexus aurantiacus	0.000574501
108981	Acinetobacter schindleri	0.000574501
1085	Rhodospirillum rubrum	0.000574501
103731	Saccharothrix espanaensis	0.000574501
929813	Gibbsiella quercinecans	0.000430875
90270	Xanthomonas gardneri	0.000430875
80816	Haliangium ochraceum	0.000430875
794903	Opitutaceae bacterium TAV5	0.000430875
779	Ehrlichia ruminantium	0.000430875
742013	Delftia sp. Cs1-4	0.000430875
709810	Azospirillum sp. TSA2s	0.000430875
68895	Cupriavidus basilensis	0.000430875
68249	Streptomyces pactum	0.000430875
68192	Streptomyces cyaneogriseus	0.000430875
638	Arsenophonus nasoniae	0.000430875
616991	Arenibacter algicola	0.000430875
60550	Burkholderia pyrrocinia	0.000430875
565	Atlantibacter hermannii	0.000430875
521	Bordetella avium	0.000430875
513223	Microcystis panniformis	0.000430875
492	Neisseria animalis	0.000430875
490	Neisseria sicca	0.000430875
45398	Streptomyces griseoviridis	0.000430875
44008	Enterococcus cecorum	0.000430875
40137	Oligotropha carboxidovorans	0.000430875
357808	Roseiflexus sp. RS-1	0.000430875
342950	Parashewanella spongiae	0.000430875
34105	Streptobacillus moniliformis	0.000430875
34	Myxococcus xanthus	0.000430875
332101	Clostridium drakei	0.000430875
33	Myxococcus fulvus	0.000430875
321983	Massilia albidiflava	0.000430875
32054	Calothrix parietina	0.000430875
314722	Pseudoxanthomonas suwonensis	0.000430875
298653	Frankia sp. EAN1pec	0.000430875
296842	Desulfovibrio carbinolicus	0.000430875
29518	Borreliella afzelii	0.000430875
29459	Brucella melitensis	0.000430875
29380	Staphylococcus caprae	0.000430875
293387	Bacillus altitudinis	0.000430875
28449	Neisseria subflava	0.000430875
28132	Prevotella melaninogenica	0.000430875
279826	Bacillus foraminis	0.000430875
272131	Nostoc punctiforme	0.000430875
269673	Sporolactobacillus terrae	0.000430875
2548456	Streptomyces sp. GGCR-6	0.000430875
2500132	Enterobacter sp. N18-03635	0.000430875
2493673	Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	0.000430875
246432	Staphylococcus equorum	0.000430875
240427	Lactobacillus paracollinoides	0.000430875
2203210	Streptomyces sp. WAC 06738	0.000430875
2201271	Pedobacter sp. eg	0.000430875
214473	Staphylococcus nepalensis	0.000430875
2077136	Enterobacter cloacae complex sp. FDA-CDC-AR_0164	0.000430875
2057025	Spirosoma pollinicola	0.000430875
2049332	Methylomicrobium sp. wino1	0.000430875
2027857	Mariniflexile sp. TRM1-10	0.000430875
2005388	Pseudomonas sp. RU47	0.000430875
197614	Streptococcus pasteurianus	0.000430875
1954171	Calothrix sp. NIES-2098	0.000430875
1911587	Virgibacillus sp. 6R	0.000430875
1911	Streptomyces griseus	0.000430875
190721	Ralstonia insidiosa	0.000430875
1896961	Amycolatopsis sp. AA4	0.000430875
1893	Streptomyces atratus	0.000430875
187452	Pediococcus claussenii	0.000430875
1850093	Hymenobacter nivis	0.000430875
1834207	Erysipelotrichaceae bacterium I46	0.000430875
1803846	Flavivirga eckloniae	0.000430875
178899	Carboxydocella thermautotrophica	0.000430875
1769	Mycobacterium leprae	0.000430875
1757	Thermoanaerobacter ethanolicus	0.000430875
1749	Acidipropionibacterium jensenii	0.000430875
1714849	Aquimarina sp. AD10	0.000430875
1714848	Aquimarina sp. AD1	0.000430875
1678028	Massilia sp. NR 4-1	0.000430875
1642299	Streptomyces alfalfae	0.000430875
1628086	Pseudomonas kribbensis	0.000430875
1612173	Niveispirillum cyanobacteriorum	0.000430875
1596	Lactobacillus gasseri	0.000430875
158850	Providencia rustigianii	0.000430875
1586287	Lentzea guizhouensis	0.000430875
1583	Weissella confusa	0.000430875
1550579	Mucilaginibacter gotjawali	0.000430875
152297	Pseudoalteromonas issachenkonii	0.000430875
1513	Clostridium tetani	0.000430875
1445505	Gynuella sunshinyii	0.000430875
1415630	Pseudomonas sp. TKP	0.000430875
1402135	Sulfitobacter pseudonitzschiae	0.000430875
1379870	Spirosoma radiotolerans	0.000430875
1355015	Streptomyces pluripotens	0.000430875
1297742	Myxococcus hansupus	0.000430875
1281	Staphylococcus carnosus	0.000430875
1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	0.000430875
1257021	Flammeovirgaceae bacterium 311	0.000430875
118323	Oscillatoria acuminata	0.000430875
1165	Anabaena cylindrica	0.000430875
105219	Ralstonia mannitolilytica	0.000430875
980427	Deinococcus wulumuqiensis	0.00028725
96344	Cupriavidus oxalaticus	0.00028725
948	Anaplasma phagocytophilum	0.00028725
946333	Rhizobacter gummiphilus	0.00028725
94254	Dyadobacter fermentans	0.00028725
92945	Ketogulonicigenium vulgare	0.00028725
92644	Streptomyces malaysiensis	0.00028725
911092	Caldanaerobacter subterraneus	0.00028725
85991	Chlamydia pecorum	0.00028725
847	Oxalobacter formigenes	0.00028725
84030	[Clostridium] saccharolyticum	0.00028725
833	Fibrobacter succinogenes	0.00028725
795665	Hydrogenophaga sp. PBC	0.00028725
76860	Streptococcus constellatus	0.00028725
716	Actinobacillus suis	0.00028725
69220	Lelliottia nimipressuralis	0.00028725
687	Vibrio gazogenes	0.00028725
682998	Azospirillum sp. M2T2B2	0.00028725
673372	Vibrio casei	0.00028725
67267	Streptomyces alboflavus	0.00028725
669041	Tenacibaculum dicentrarchi	0.00028725
65959	Acetobacter pomorum	0.00028725
658644	Pseudomonas sp. R5-89-07	0.00028725
658630	Pseudomonas sp. CMR5c	0.00028725
652764	Azospirillum sp. TSH100	0.00028725
651	Aeromonas media	0.00028725
618	Serratia odorifera	0.00028725
592316	Pantoea sp. At-9b	0.00028725
589873	Alteromonas australica	0.00028725
576611	Polynucleobacter asymbioticus	0.00028725
55197	Flavobacterium branchiophilum	0.00028725
511062	Oceanimonas sp. GK1	0.00028725
497965	Cyanothece sp. PCC 7822	0.00028725
488	Neisseria mucosa	0.00028725
483937	Paenibacillus riograndensis	0.00028725
482564	Oscillatoria nigro-viridis	0.00028725
47884	Pseudomonas taetrolens	0.00028725
47716	Streptomyces olivaceus	0.00028725
46234	Anabaena sp. 90	0.00028725
454155	Paraprevotella xylaniphila	0.00028725
446692	Acetobacter senegalensis	0.00028725
442694	Xanthomonas perforans	0.00028725
43771	Corynebacterium urealyticum	0.00028725
41	Stigmatella aurantiaca	0.00028725
40754	Thioploca ingrica	0.00028725
40216	Acinetobacter radioresistens	0.00028725
398743	Zunongwangia profunda	0.00028725
397865	Barnesiella viscericola	0.00028725
379064	Cyanobacterium aponinum	0.00028725
376805	Bacteroides salanitronis	0.00028725
374981	Synechococcus sp. PCC 7003	0.00028725
364317	Verminephrobacter eiseniae	0.00028725
363852	Pedobacter ginsengisoli	0.00028725
35554	Geobacter sulfurreducens	0.00028725
354	Azotobacter vinelandii	0.00028725
33990	Rickettsia bellii	0.00028725
332411	Aquitalea magnusonii	0.00028725
326522	Neisseria animaloris	0.00028725
324767	Bacillus infantis	0.00028725
301	Pseudomonas oleovorans	0.00028725
29549	Rhodothermus marinus	0.00028725
292566	Dactylococcopsis salina	0.00028725
28898	Campylobacter helveticus	0.00028725
28198	Arcobacter cryaerophilus	0.00028725
28112	Tannerella forsythia	0.00028725
28091	Neisseria weaveri	0.00028725
28072	Nostoc sp. PCC 7524	0.00028725
273384	Brevibacterium aurantiacum	0.00028725
262324	Lysobacter gummosus	0.00028725
2518177	Flavobacterium sp. GS03	0.00028725
2487064	Chryseobacterium sp. G0186	0.00028725
2478662	Acidovorax sp. 1608163	0.00028725
246273	Wolbachia endosymbiont of Cimex lectularius	0.00028725
2434	Roseobacter denitrificans	0.00028725
2426	Teredinibacter turnerae	0.00028725
2420305	Acinetobacter sp. FDAARGOS_560	0.00028725
240495	Pseudonocardia dioxanivorans	0.00028725
2382163	Streptococcus sp. JS71	0.00028725
2267264	Alteromonas sp. RKMC-009	0.00028725
2202148	Azospirillum sp. CFH 70021	0.00028725
2169583	Pseudomonas sp. SXM-1	0.00028725
2169539	Gammaproteobacteria bacterium DM2	0.00028725
2109915	Simplicispira suum	0.00028725
2109914	Ottowia oryzae	0.00028725
2055	Gordonia terrae	0.00028725
2029983	Chitinophaga caeni	0.00028725
2025808	Vibrio qinghaiensis	0.00028725
2015076	Chryseobacterium sp. T16E-39	0.00028725
200450	Pseudomonas trivialis	0.00028725
2003121	Sphingobacterium sp. G1-14	0.00028725
1984801	Streptomyces sp. CLI2509	0.00028725
1935	Streptomyces violaceoruber	0.00028725
193462	Streptomyces niveus	0.00028725
1933220	Sphingobacterium sp. B29	0.00028725
1922225	Erythrobacter sp. Alg231-14	0.00028725
1914	Streptomyces lavendulae	0.00028725
1912897	Blautia sp. N6H1-15	0.00028725
1911175	Amycolatopsis sp. BJA-103	0.00028725
188932	Pedobacter cryoconitis	0.00028725
1884913	Candidatus Planktophila lacus	0.00028725
1884905	Candidatus Planktophila versatilis	0.00028725
1870820	Paenibacillus ihbetae	0.00028725
1853130	Pseudomonas silesiensis	0.00028725
184917	Desulfovibrio magneticus	0.00028725
1834519	Fibrella sp. ES10-3-2-2	0.00028725
182710	Oceanobacillus iheyensis	0.00028725
182337	Erwinia billingiae	0.00028725
181663	Desulfococcus oleovorans	0.00028725
1785996	Leptotrichia sp. oral taxon 847	0.00028725
1768242	Paucibacter sp. KCTC 42545	0.00028725
1758189	Acinetobacter sp. ACNIH2	0.00028725
1727196	Methylomonas sp. DH-1	0.00028725
1727164	Pedobacter sp. PACM 27299	0.00028725
1717717	Marinifilaceae bacterium SPP2	0.00028725
1704499	Methylovulum psychrotolerans	0.00028725
1680	Bifidobacterium adolescentis	0.00028725
1653831	Blattabacterium cuenoti	0.00028725
164348	Streptomyces puniciscabiei	0.00028725
1610	Lactobacillus coryniformis	0.00028725
1593482	Massilia sp. YMA4	0.00028725
158500	Novosphingobium resinovorum	0.00028725
1546149	Diaphorobacter polyhydroxybutyrativorans	0.00028725
1538553	Methylomonas denitrificans	0.00028725
152682	Sphingomonas melonis	0.00028725
152500	Burkholderia dolosa	0.00028725
148447	Paraburkholderia phymatum	0.00028725
1446467	Hymenobacter swuensis	0.00028725
1433513	Streptococcus sp. ChDC B345	0.00028725
1422	Geobacillus stearothermophilus	0.00028725
1411621	Hymenobacter sedentarius	0.00028725
1411117	Actinomadura amylolytica	0.00028725
136609	Leuconostoc kimchii	0.00028725
135577	Idiomarina loihiensis	0.00028725
1353976	Neochlamydia sp. S13	0.00028725
1327989	Serratia sp. FS14	0.00028725
132132	Desulfomicrobium orale	0.00028725
1318	Streptococcus parasanguinis	0.00028725
1312183	Rhizobium jaguaris	0.00028725
1310165	Ralstonia pseudosolanacearum	0.00028725
1278212	Arcobacter suis	0.00028725
1244531	Campylobacter iguaniorum	0.00028725
120576	Brucella pinnipedialis	0.00028725
1166950	Candidatus Thiodictyon syntrophicum	0.00028725
1166130	Enterobacter sp. R4-368	0.00028725
114616	Methylobacterium nodulans	0.00028725
114	Gemmata obscuriglobus	0.00028725
1082704	Lonsdalea britannica	0.00028725
1038928	Streptomyces xinghaiensis	0.00028725
996801	Polaribacter reichenbachii	0.000143625
99598	Calothrix sp. PCC 7507	0.000143625
995	Solitalea canadensis	0.000143625
984	Pedobacter heparinus	0.000143625
983544	Lacinutrix sp. 5H-3-7-4	0.000143625
955	Wolbachia pipientis	0.000143625
946334	Actinoplanes sp. OR16	0.000143625
945844	Massilia oculi	0.000143625
944547	Arcobacter sp. L	0.000143625
94122	Shewanella sp. ANA-3	0.000143625
93466	Fervidobacterium pennivorans	0.000143625
93064	Sphingomonas koreensis	0.000143625
92706	[Brevibacterium] flavum	0.000143625
915	Nitrosomonas europaea	0.000143625
89059	Lactobacillus acidipiscis	0.000143625
88058	Treponema primitia	0.000143625
879274	Shinella sp. HZN7	0.000143625
864828	Massilia umbonata	0.000143625
86304	Saccharophagus degradans	0.000143625
860235	Kibdelosporangium phytohabitans	0.000143625
85701	Bartonella tribocorum	0.000143625
84595	Gordonia polyisoprenivorans	0.000143625
844	Wolinella succinogenes	0.000143625
84112	Eggerthella lenta	0.000143625
84032	Pseudoclostridium thermosuccinogenes	0.000143625
84022	Clostridium aceticum	0.000143625
839	Prevotella ruminicola	0.000143625
83683	Lactobacillus amylolyticus	0.000143625
83559	Chlamydia suis	0.000143625
83453	Melittangium boletus	0.000143625
82987	Tatumella ptyseos	0.000143625
82983	Obesumbacterium proteus	0.000143625
80867	Acidovorax avenae	0.000143625
79263	Paenibacillus chitinolyticus	0.000143625
78587	Asticcacaulis excentricus	0.000143625
77038	Wolbachia endosymbiont of Drosophila simulans	0.000143625
768493	Serratia sp. AS13	0.000143625
76832	Myroides odoratimimus	0.000143625
762954	Siansivirga zeaxanthinifaciens	0.000143625
75588	Pseudomonas libanensis	0.000143625
754476	Methylophaga nitratireducenticrescens	0.000143625
754409	Winogradskyella sp. PG-2	0.000143625
75293	Streptomyces autolyticus	0.000143625
739141	Methylobacterium sp. XJLW	0.000143625
73141	Thiocystis violascens	0.000143625
722731	Mycobacterium shigaense	0.000143625
72	Simonsiella muelleri	0.000143625
717609	Caldicellulosiruptor obsidiansis	0.000143625
712991	Lachnospiraceae bacterium oral taxon 500	0.000143625
712710	Tannerella sp. oral taxon HOT-286	0.000143625
70799	Nodularia spumigena	0.000143625
702114	Methylomonas koyamae	0.000143625
69539	Moritella yayanosii	0.000143625
68909	Deinococcus geothermalis	0.000143625
689	Vibrio mediterranei	0.000143625
68246	Streptomyces olivoreticuli	0.000143625
68214	Streptomyces griseochromogenes	0.000143625
68209	Streptomyces globosus	0.000143625
68179	Streptomyces bacillaris	0.000143625
68173	Kitasatospora albolonga	0.000143625
67304	Streptomyces griseorubiginosus	0.000143625
668	Aliivibrio fischeri	0.000143625
665913	Mixta calida	0.000143625
664962	Azospirillum sp. TSH58	0.000143625
663364	Arcobacter bivalviorum	0.000143625
66084	Wolbachia sp. wRi	0.000143625
658643	Pseudomonas sp. R4-35-07	0.000143625
658641	Pseudomonas sp. R2-7-07	0.000143625
658629	Pseudomonas sp. CMR12a	0.000143625
65741	Pseudomonas knackmussii	0.000143625
65555	Desulfocapsa sulfexigens	0.000143625
649831	Actinoplanes sp. N902-109	0.000143625
64897	Borreliella bissettii	0.000143625
64160	Desulfurobacterium thermolithotrophum	0.000143625
640512	Burkholderia sp. CCGE1003	0.000143625
640510	Burkholderia sp. CCGE1001	0.000143625
63186	Zobellia galactanivorans	0.000143625
631220	Desulfovibrio sp. G11	0.000143625
63	Vitreoscilla filiformis	0.000143625
622488	Francisella hispaniensis	0.000143625
603050	Arcobacter mytili	0.000143625
59754	Alcanivorax borkumensis	0.000143625
59600	Cellulophaga algicola	0.000143625
591197	Ignavibacterium album	0.000143625
589436	Prevotella fusca	0.000143625
584609	Tenacibaculum jejuense	0.000143625
58180	Desulfovibrio alaskensis	0.000143625
58138	Desulfofarcimen acetoxidans	0.000143625
56957	Thermus oshimai	0.000143625
56460	Xanthomonas vesicatoria	0.000143625
564064	Spirosoma rigui	0.000143625
563169	Bacillus sp. SJ-10	0.000143625
55206	Sediminispirochaeta smaragdinae	0.000143625
546160	Dietzia lutea	0.000143625
54299	Chroococcidiopsis thermalis	0.000143625
53946	Octadecabacter arcticus	0.000143625
53461	Nakamurella multipartita	0.000143625
53444	Lactobacillus lindneri	0.000143625
53399	Hyphomicrobium denitrificans	0.000143625
53358	Intrasporangium calvum	0.000143625
531813	Pelagibacterium halotolerans	0.000143625
529	Ochrobactrum anthropi	0.000143625
52443	Vibrio tapetis	0.000143625
52	Chondromyces crocatus	0.000143625
515393	Pseudomonas yamanorum	0.000143625
51515	Dehalobacterium formicoaceticum	0.000143625
504	Kingella kingae	0.000143625
497725	Kosakonia oryzae	0.000143625
493	Neisseria canis	0.000143625
488142	Serratia sp. SCBI	0.000143625
483547	Geoalkalibacter subterraneus	0.000143625
482462	Mycobacterium dioxanotrophicus	0.000143625
479978	Micromonospora tulbaghiae	0.000143625
47835	Spiroplasma phoeniceum	0.000143625
477641	Modestobacter marinus	0.000143625
458033	Chloracidobacterium thermophilum	0.000143625
45658	Vibrio scophthalmi	0.000143625
45610	Psychrobacter urativorans	0.000143625
455432	Nocardia terpenica	0.000143625
453230	Desulfarculus baarsii	0.000143625
450367	[Brevibacterium] frigoritolerans	0.000143625
44822	Microcystis viridis	0.000143625
446683	Niabella soli	0.000143625
445576	Pseudonocardia sp. AL041005-10	0.000143625
444103	Streptomyces sp. CNQ-509	0.000143625
44012	Ferrimonas balearica	0.000143625
43948	Tolumonas auensis	0.000143625
43770	Corynebacterium striatum	0.000143625
43767	Rhodococcus hoagii	0.000143625
437505	Granulosicoccus antarcticus	0.000143625
43675	Rothia mucilaginosa	0.000143625
43663	Paenarthrobacter aurescens	0.000143625
43658	Pseudoalteromonas rubra	0.000143625
435	Acetobacter aceti	0.000143625
42443	Roseobacter litoralis	0.000143625
42239	Streptomyces sampsonii	0.000143625
421	Methylomonas methanica	0.000143625
419475	Ochrobactrum pseudogrignonense	0.000143625
415229	Pseudoxanthomonas spadix	0.000143625
414771	Paenibacillus donghaensis	0.000143625
413888	Caldicellulosiruptor hydrothermalis	0.000143625
413497	Cronobacter dublinensis	0.000143625
411153	Gramella forsetii	0.000143625
409322	Treponema pedis	0.000143625
39960	Erythrobacter litoralis	0.000143625
39765	Hydrogenovibrio crunogenus	0.000143625
395962	Cyanothece sp. PCC 8802	0.000143625
394958	Clostridium taeniosporum	0.000143625
394751	Pseudoalteromonas arctica	0.000143625
38300	Streptomyces pristinaespiralis	0.000143625
38289	Corynebacterium jeikeium	0.000143625
377615	Thermobacillus composti	0.000143625
37636	Thermus scotoductus	0.000143625
375929	Natranaerobius thermophilus	0.000143625
37330	Nocardia nova	0.000143625
373	Agrobacterium vitis	0.000143625
36805	Microbacterium aurum	0.000143625
365349	Pelosinus fermentans	0.000143625
363952	Comamonas thiooxydans	0.000143625
359	Agrobacterium rhizogenes	0.000143625
357794	Psychromonas ingrahamii	0.000143625
35701	Heliobacterium modesticaldum	0.000143625
351745	Shewanella sp. W3-18-1	0.000143625
351671	Xenorhabdus doucetiae	0.000143625
349221	Micavibrio aeruginosavorus	0.000143625
347534	Zobellella denitrificans	0.000143625
347	Xanthomonas oryzae	0.000143625
34018	Rhodospirillum centenum	0.000143625
33952	Acetobacterium woodii	0.000143625
33934	Anoxybacillus flavithermus	0.000143625
33932	Bacillus cohnii	0.000143625
33903	Streptomyces avermitilis	0.000143625
33888	Rathayibacter tritici	0.000143625
332163	Candidatus Solibacter usitatus	0.000143625
332056	Sphingobium japonicum	0.000143625
33059	Acidithiobacillus caldus	0.000143625
33047	Bartonella vinsonii	0.000143625
33025	Phascolarctobacterium faecium	0.000143625
326523	Neisseria zoodegmatis	0.000143625
324057	Paenibacillus sp. JDR-2	0.000143625
316068	Leadbetterella byssophila	0.000143625
315358	Spiroplasma eriocheiris	0.000143625
313985	Geobacter lovleyi	0.000143625
311230	Paraburkholderia terrae	0.000143625
311180	Yangia pacifica	0.000143625
304895	Catenulispora acidiphila	0.000143625
29555	Mycoplasma canis	0.000143625
29553	Mycoplasma bovirhinis	0.000143625
29494	Vibrio furnissii	0.000143625
29485	Yersinia rohdei	0.000143625
294699	Anoxybacillus amylolyticus	0.000143625
29382	Staphylococcus cohnii	0.000143625
29360	Cellulosilyticum lentocellum	0.000143625
293089	Martelella mediterranea	0.000143625
293	Brevundimonas diminuta	0.000143625
287	Pseudomonas aeruginosa	0.000143625
28200	Arcobacter skirrowii	0.000143625
28129	Prevotella denticola	0.000143625
28080	Campylobacter upsaliensis	0.000143625
28068	Rubrivivax gelatinosus	0.000143625
270351	Methylobacterium aquaticum	0.000143625
267128	Sphingopyxis granuli	0.000143625
266812	Sphingorhabdus flavimaris	0.000143625
265960	Komagataeibacter nataicola	0.000143625
265883	Hydrogenovibrio thermophilus	0.000143625
265293	[Pseudomonas] mesoacidophila	0.000143625
261524	Mycobacterium liflandii	0.000143625
260554	Bacillus halotolerans	0.000143625
257708	Roseomonas gilardii	0.000143625
2575374	Arthrobacter sp. 24S4-2	0.000143625
2575361	Shewanella sp. MEBiC00475	0.000143625
2571749	Novosphingobium sp. ABRDHK2	0.000143625
2570561	Psychroserpens sp. NJDZ02	0.000143625
2565558	Hydrogenophaga sp. PAMC20947	0.000143625
2565554	Sphingobium sp. PAMC28499	0.000143625
2560057	Terasakiella sp. SH-1	0.000143625
2557994	Sphingobacterium sp. CZ-2	0.000143625
2552942	Boseongicola sp. CCM32	0.000143625
2547600	Chryseobacterium sp. NBC122	0.000143625
2547598	Marinobacter sp. JH2	0.000143625
2546351	Thermaerobacter sp. FW80	0.000143625
253245	Owenweeksia hongkongensis	0.000143625
253237	Pseudomonas sp. phDV1	0.000143625
2518644	Pseudomonas sp. SNU WT1	0.000143625
2509675	Ktedonobacterales bacterium SCAWS-G2	0.000143625
2509457	Xylanimicrobium sp. FW10M-9	0.000143625
2508307	Leisingera sp. NJS204	0.000143625
2502779	Flavisolibacter sp. 17J28-1	0.000143625
2500533	Pseudorhodobacter sp. S12M18	0.000143625
2500532	Paracoccus sp. Arc7-R13	0.000143625
2499145	Rhodococcus sp. X156	0.000143625
2496028	Hymenobacter sp. 17J36-26	0.000143625
2494549	Paenibacillus sp. MBLB1234	0.000143625
2494375	Aequorivita sp. H23M31	0.000143625
2494374	Tabrizicola sp. K13M18	0.000143625
2493674	Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	0.000143625
2493639	Silvanigrellales bacterium RF1110005	0.000143625
2492396	Kosakonia sp. CCTCC M2018092	0.000143625
2489595	Glaciecola sp. THG-3.7	0.000143625
2487063	Chryseobacterium sp. G0162	0.000143625
2483033	Sedimentitalea sp. W43	0.000143625
248026	Cupriavidus pinatubonensis	0.000143625
2479393	Pseudomonas sp. LTGT-11-2Z	0.000143625
2479367	Buttiauxella sp. 3AFRM03	0.000143625
2478663	Chryseobacterium sp. 3008163	0.000143625
2448483	Serratia sp. 3ACOL1	0.000143625
244787	Nautilia profundicola	0.000143625
244566	Pseudomonas lurida	0.000143625
2419842	Virgibacillus sp. Bac332	0.000143625
2382161	Halocella sp. SP3-1	0.000143625
2364272	Rhizobium sp. CCGE532	0.000143625
2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	0.000143625
2341117	Arachidicoccus sp. KIS59-12	0.000143625
232259	Belliella baltica	0.000143625
2321403	Chryseolinea sp. KIS68-18	0.000143625
2320868	Clostridium sp. CT4	0.000143625
2320270	Pseudomonas sp. DG56-2	0.000143625
2319843	Hymenobacter sp. sh-6	0.000143625
231455	Dyella japonica	0.000143625
2305220	Streptomyces sp. W1SF4	0.000143625
2304606	Lactobacillus sp. HBUAS52074	0.000143625
230089	Photorhabdus thracensis	0.000143625
2291597	Gallaecimonas sp. HK-28	0.000143625
2282738	Streptomyces sp. GSSD-12	0.000143625
2268087	Polaromonas sp. SP1	0.000143625
2259647	Raoultella sp. X13	0.000143625
2213057	Pseudomonas sp. R2A2	0.000143625
2203204	Streptomyces sp. WAC 01438	0.000143625
2202142	Chromobacterium sp. IIBBL 274-1	0.000143625
